[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-30 20:33:00] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-30 20:33:01] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-30 20:33:01] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-30 20:33:01] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-30 20:33:01] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Vauler/wp-content/uploads\simply-static\temp-files/simply-static-1-1730320380\
[2024-10-30 20:33:01] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/vauler/
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:73] [Transfer] Total Pages:1008. Processed Pages: 650
[2024-10-30 20:34:56] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 650 of 1008 files
[2024-10-30 20:34:56] [trait-can-process-pages.php:110] Total pages: 1008; Pages remaining: 358
[2024-10-30 20:34:56] [class-ss-archive-creation-job.php:181] We're not done with the transfer_files_locally task yet
[2024-10-30 20:34:56] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-10-30 20:34:56] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-10-30 20:34:56] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 1008 files
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-documents-extended
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-notes
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-site-navigation-extended
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-site-navigation-extended
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/editor-site-navigation-extended
[2024-10-30 20:34:56] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/ui
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/ui
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/ui
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js/packages/ui
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:73] [Transfer] Total Pages:1008. Processed Pages: 700
[2024-10-30 20:34:57] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 700 of 1008 files
[2024-10-30 20:34:57] [trait-can-process-pages.php:110] Total pages: 1008; Pages remaining: 308
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:181] We're not done with the transfer_files_locally task yet
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-10-30 20:34:57] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 1008 files
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/js
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:73] [Transfer] Total Pages:1008. Processed Pages: 750
[2024-10-30 20:34:57] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferred 750 of 1008 files
[2024-10-30 20:34:57] [trait-can-process-pages.php:110] Total pages: 1008; Pages remaining: 258
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:181] We're not done with the transfer_files_locally task yet
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:136] Current task: transfer_files_locally
[2024-10-30 20:34:57] [class-ss-archive-creation-job.php:153] Performing task: transfer_files_locally
[2024-10-30 20:34:57] [class-ss-task.php:44] Status message: [transfer_files_locally] Transferring 50 of 1008 files
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules/forms/submissions
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules/forms/submissions
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules/forms/submissions
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules/forms/submissions
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules/notes
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/modules/notes
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
[2024-10-30 20:34:57] [class-ss-transfer-files-locally-task.php:102] Trying to transfer: C:/xampp/htdocs/Vauler/wp-content/plugins/elementor-pro/assets/css/templates
